Date,Temp,MinTemp,MaxTemp,Press,MinPress,MaxPress,Humid,MinHumid,MaxHumid,Dew,MinDew,MaxDew,WindSpd,Gust,WindDir,Rad,Rain
2017-07-19,20.6,15.9,25.3,185.57500000000002,890.1,891.7,7.375,25.0,40.0,1.3333333333333333,3.8,7.3,55.728,6.8,35.333333333333336,123.51666666666667,0.0
2017-07-20,20.645833333333332,15.9,26.7,891.8666666666667,890.1,893.8,38.375,25.0,51.0,5.6499999999999995,3.8,7.1,64.8,10.0,118.58333333333333,851.1625,0.0
2017-07-21,20.958333333333332,15.8,27.1,892.3458333333333,890.7,894.3,38.375,22.0,54.0,5.708333333333333,2.6,7.6,64.8,8.5,144.20833333333334,850.0,0.0
2017-07-22,21.224999999999998,14.6,27.1,892.1416666666668,890.1,893.7,37.833333333333336,24.0,61.0,5.7875000000000005,4.1,7.2,69.98400000000001,10.6,96.625,793.6625,0.0
2017-07-23,20.2625,16.0,25.5,892.5,890.7,894.5,35.583333333333336,23.0,46.0,4.183333333333334,2.0,5.7,92.01599999999999,14.8,90.0,882.2875,0.0
2017-07-24,17.875,12.3,23.7,894.3375,893.0,896.2,46.791666666666664,30.0,73.0,5.854166666666667,3.5,10.0,84.24000000000001,14.1,85.66666666666667,891.6041666666666,0.0
2017-07-25,18.579166666666666,13.3,25.1,894.2083333333334,892.9,896.0,49.25,33.0,61.0,7.5,4.7,10.0,72.57600000000001,12.6,85.33333333333333,839.7291666666666,0.0
2017-07-26,17.266666666666666,12.3,23.6,893.1416666666668,891.4,894.6,49.416666666666664,23.0,73.0,5.741666666666667,2.2,9.5,86.83200000000001,13.8,84.70833333333333,905.3166666666667,0.0
2017-07-27,16.858333333333334,12.4,23.2,892.4083333333333,890.7,894.1,52.416666666666664,33.0,69.0,6.5874999999999995,2.2,8.3,79.05600000000001,12.2,80.91666666666667,896.7083333333334,0.0
2017-07-28,17.804166666666667,13.1,24.4,892.5875,891.2,893.9,52.541666666666664,36.0,72.0,7.716666666666666,4.5,11.3,101.088,15.5,81.79166666666667,838.6625,0.0
2017-07-29,18.404166666666665,13.3,24.9,893.8833333333333,892.4,896.0,54.583333333333336,30.0,80.0,8.404166666666667,5.5,10.7,77.76,14.2,78.66666666666667,887.4333333333334,0.0
2017-07-30,17.029166666666665,13.3,21.8,894.4375,893.2,896.5,59.791666666666664,39.0,82.0,8.766666666666667,5.5,11.0,73.872,13.4,91.83333333333333,656.8958333333334,0.0
2017-07-31,16.375,10.2,23.3,892.7541666666666,890.3,895.0,52.625,30.0,76.0,6.0625,3.8,8.6,76.46400000000001,11.0,89.41666666666667,913.6583333333333,0.0
2017-08-01,18.175,12.9,24.7,890.975,888.9,892.7,45.041666666666664,26.0,61.0,5.375,3.5,7.2,82.94400000000002,13.9,101.91666666666667,921.8041666666667,0.0
2017-08-02,19.55,13.7,25.9,891.4833333333332,890.1,893.8,38.958333333333336,25.0,56.0,4.7375,3.5,6.3,51.84,8.0,106.5,918.0083333333333,0.0
2017-08-03,21.166666666666668,15.5,27.8,891.4541666666668,889.3,893.4,34.75,21.0,49.0,4.395833333333333,2.8,6.4,46.656000000000006,7.3,182.625,911.3541666666666,0.0
2017-08-04,21.212500000000002,13.5,27.9,890.6333333333333,889.0,892.9,40.291666666666664,22.0,62.0,6.570833333333333,3.4,12.0,64.8,8.0,185.625,903.8583333333332,0.0
2017-08-05,21.570833333333336,15.4,28.1,890.5416666666666,888.1,892.4,40.916666666666664,23.0,62.0,7.0625,3.7,9.0,51.84,11.6,162.625,898.4458333333333,0.0
2017-08-06,21.72083333333333,15.5,28.0,889.9833333333332,888.4,892.0,37.958333333333336,23.0,59.0,6.325,3.6,8.9,79.05600000000001,10.7,105.5,751.9250000000001,0.0
2017-08-07,22.170833333333334,16.8,28.7,889.9125,888.2,892.0,47.708333333333336,26.0,68.0,9.945833333333333,6.0,11.7,69.98400000000001,10.8,108.75,851.1708333333332,0.0
2017-08-08,22.587500000000002,18.0,28.7,890.0333333333333,888.6,892.3,44.958333333333336,25.0,59.0,9.5875,5.8,11.0,62.208000000000006,9.5,133.95833333333334,763.1166666666667,0.0
2017-08-09,24.03333333333333,18.1,29.8,890.2541666666666,888.4,892.0,37.041666666666664,20.0,55.0,7.8,3.7,10.2,45.36,7.0,132.79166666666666,787.7041666666668,0.0
2017-08-10,24.570833333333336,18.5,30.5,889.3208333333333,887.4,891.2,19.666666666666668,19.0,50.0,3.4,2.9,7.8,54.432,7.9,117.375,893.8166666666666,0.0
